title,description,link,guid
"ACT-ivate Children's Club (Junior 3-4 years)","Wednesday, August 2, 2017, 3:45&nbsp;&ndash;&nbsp;4:45pm <br/><br/><img src=""http://www.trumba.com/i/DgCilUM4etYahXD8yx5XRFGU.jpg"" title=""ACT-ivate Children&#39;s Club (Junior 3-4 years)"" alt=""ACT-ivate Children&#39;s Club (Junior 3-4 years)"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Using balls, hoops, parachutes, tunnels, jumping sacks, puppets, storybooks, costumes and music, participants will explore all the different ways their growing bodies can move. These sessions will ACT-ivate the children and their caregivers and have a focus on creativity and fun in a safe, relaxed and energetic environment.<br /> <br /> Amarina Park is next to Ashgrove Library.&#160; <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book visit <a href=""http://www.bazilgrumble.com/hidden-pages/event-registration/"" target=""_blank"">Bazil Grumble</a>&#160;or for more information phone 0411 246 487. <br/><b>Meeting point</b>:&nbsp;Park outside library <br/><b>Requirements</b>:&nbsp;Sun protection, fully enclosed shoes, insect repellent and drinking water. <br/><b>Age</b>:&nbsp;3-4 years <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=453092&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Amarina Avenue Park, Ashgrove</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4435481,152.9873221(Amarina+Avenue+Park%2c+Ashgrove)"" target=""_blank"">Amarina Avenue Park, 87 Amarina Avenue, Ashgrove</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978339,
"ACT-ivate Children's Club (Junior 3-4 years)",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978339,,"Bookings essential. Using balls, hoops, parachutes, tunnels, jumping sacks, puppets, storybooks, costumes and music, participants will explore all the different ways their growing bodies can move. These sessions will ACT-ivate the children and their caregivers and have a focus on creativity and fun in a safe, relaxed and energetic environment.
 
 Amarina Park is next to Ashgrove Library.&nbsp;"
"ACT-ivate Children's Club (Senior 5-10 years)","Wednesday, August 2, 2017, 3:45&nbsp;&ndash;&nbsp;4:45pm <br/><br/><img src=""http://www.trumba.com/i/DgDsyJD3XrFyqA0CNfw5mFzC.jpg"" title=""ACT-ivate Children&#39;s Club (Senior 5-10 years)"" alt=""ACT-ivate Children&#39;s Club (Senior 5-10 years)"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Come and play ball games, brave the obstacle courses and relays, enjoy sack and egg and spoon races, participate in drama based interactive games and much more! These sessions will ACTivate participants and have a strong focus on creativity and fun in a safe, relaxed and energetic environment.<br /> <br /> Amarina Park is next to Ashgrove Library. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book visit <a href=""http://www.bazilgrumble.com/hidden-pages/event-registration/"" target=""_blank"">Bazil Grumble</a>&#160;or for more information phone 0411 246 487. <br/><b>Meeting point</b>:&nbsp;Park outside library <br/><b>Requirements</b>:&nbsp;Sun protection, fully enclosed shoes, insect repellent and drinking water. <br/><b>Age</b>:&nbsp;5-10 years <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=453092&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Amarina Avenue Park, Ashgrove</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4435481,152.9873221(Amarina+Avenue+Park%2c+Ashgrove)"" target=""_blank"">Amarina Avenue Park, 87 Amarina Avenue, Ashgrove</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978356,
"ACT-ivate Children's Club (Senior 5-10 years)",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978356,,"Bookings essential. Come and play ball games, brave the obstacle courses and relays, enjoy sack and egg and spoon races, participate in drama based interactive games and much more! These sessions will ACTivate participants and have a strong focus on creativity and fun in a safe, relaxed and energetic environment.
 
 Amarina Park is next to Ashgrove Library."
"Family fitness challenge","Wednesday, August 2, 2017, 4&nbsp;&ndash;&nbsp;5pm <br/><br/><img src=""http://www.trumba.com/i/DgBEcje7feB-zdzltdwNcqaJ.jpg"" title=""Family fitness challenge"" alt=""Family fitness challenge"" width=""132"" height=""116"" /><br/><br/>Get the family off the screens and get active together! Find out what steps the whole family can take with eating and exercise to live a happier healthier life together. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings not required. For more information phone Katie from Love of Life Fitness on 0422 138 271. <br/><b>Meeting point</b>:&nbsp;At the basketball court. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=259985&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Wakerley Park, Wakerley</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.486054,153.151319(Wakerley+Park%2c+Wakerley)"" target=""_blank"">Wakerley Park, 74  Dianthus St, Wakerley</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978371,
"Family fitness challenge",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978371,,"Get the family off the screens and get active together! Find out what steps the whole family can take with eating and exercise to live a happier healthier life together."
"Outdoor group training","Wednesday, August 2, 2017, 4:45&nbsp;&ndash;&nbsp;5:45pm <br/><br/><img src=""http://www.trumba.com/i/DgCF5JIXRgPTX2Fm2lNREg6R.jpg"" title=""Outdoor group training"" alt=""Outdoor group training"" width=""132"" height=""83"" /><br/><br/>Live longer healthier lifestyles with cutting edge training techniques. Get the most out of a basic but effective education on nutrition. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Frank from Power Burn Fitness on 0434 346 054. <br/><b>Meeting point</b>:&nbsp;Near the BBQ table by the tennis court <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221677&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Svoboda Park, Kuraby</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.6055096542,153.098034939(Svoboda+Park%2c+Kuraby)"" target=""_blank"">Svoboda Park, 1490 Beenleigh Rd, Kuraby</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977537,
"Outdoor group training",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977537,,"Live longer healthier lifestyles with cutting edge training techniques. Get the most out of a basic but effective education on nutrition."
Boxfit,"Wednesday, August 2, 2017, 5:30&nbsp;&ndash;&nbsp;6:30pm <br/><br/><img src=""http://www.trumba.com/i/DgByVGKypzeoHU2z-fOSg70I.jpg"" title=""Boxfit"" alt=""Boxfit"" width=""132"" height=""79"" /><br/><br/>Bookings essential. A cardiovascular and strength based training program targeting the upper and lower body, focussed on coordination and safe boxing techniques. This class can be adapted for all fitness levels. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Edwardo at Inclusive Fitness Solutions on 0433 975 766. <br/><b>Meeting point</b>:&nbsp;Mosaic square picnic area <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=222090&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Kangaroo Point Cliffs Park, Kangaroo Point</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4762464,153.0344868(Kangaroo+Point+Cliffs+Park%2c+Kangaroo+Point)"" target=""_blank"">Kangaroo Point Cliffs Park, 29 River Terrace, Kangaroo Point</a> <br/><b>Boat ramp facilities</b>:&nbsp;Single boat ramp, Single pontoon <br/><b>Boat ramp information</b>:&nbsp;Kangaroo Point Boat Ramp,  Status: open,  Naval Stores Pontoon,  Status: open <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977549,
Boxfit,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977549,,"Bookings essential. A cardiovascular and strength based training program targeting the upper and lower body, focussed on coordination and safe boxing techniques. This class can be adapted for all fitness levels."
"Jive and Swing","Wednesday, August 2, 2017, 5:30&nbsp;&ndash;&nbsp;6:30pm <br/><br/><img src=""http://www.trumba.com/i/DgAdF1OzZLwLZqsAl4A6Ertg.jpg"" title=""Jive and Swing"" alt=""Jive and Swing"" width=""132"" height=""79"" /><br/><br/>The 20&#39;s, 30&#39;s and 40&#39;s brought about some exciting and intriguing dance styles. If you are looking for something new to change up your weekdays why not join in this class and learn a variety of swing styles and routines that are fun and energetic. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Rebecca from Orchards Dance Studio on 0422 967 267. <br/><b>Meeting point</b>:&nbsp;South Bank Piazza <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=464155&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">South Bank Parklands</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.478191,153.022929(South+Bank+Parklands)"" target=""_blank"">South Bank Parklands, Corner Ernest Street, Stanley Street and Grey Street, South Brisbane</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978568,
"Jive and Swing",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978568,,"The 20's, 30's and 40's brought about some exciting and intriguing dance styles. If you are looking for something new to change up your weekdays why not join in this class and learn a variety of swing styles and routines that are fun and energetic."
"Boxing and fitness circuit","Thursday, August 3, 2017, 6&nbsp;&ndash;&nbsp;7am <br/><br/><img src=""http://www.trumba.com/i/DgDKrwJa36MPsBqwWsVr76LQ.jpg"" title=""Boxing and fitness circuit"" alt=""Boxing and fitness circuit"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Bootcamp type exercises including boxing warm up followed by body weight exercises and aerobic movement. This is a fast way to fitness and weight loss. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jen&#39;s Outdoor Gym on 0410 010 316. <br/><b>Meeting point</b>:&nbsp;Near playground <br/><b>Requirements</b>:&nbsp;Boxing glove liners <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221661&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Perrin Park, Toowong</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.491695,152.991428(Perrin+Park%2c+Toowong)"" target=""_blank"">Perrin Park, 99 Gailey Road, Toowong</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977662,
"Boxing and fitness circuit",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977662,,"Bookings essential. Bootcamp type exercises including boxing warm up followed by body weight exercises and aerobic movement. This is a fast way to fitness and weight loss."
Boxfit,"Thursday, August 3, 2017, 6:30&nbsp;&ndash;&nbsp;7:30am <br/><br/><img src=""http://www.trumba.com/i/DgC5KL6IkpNtgtjfOS3u-sZp.jpg"" title=""Boxfit"" alt=""Boxfit"" width=""132"" height=""79"" /><br/><br/>Bookings essential. A&#160;cardiovascular and strength based training program targeting the upper and lower body, focussed on coordination and safe boxing techniques. This class can be adapted for all fitness levels. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Edwardo at Inclusive Fitness Solutions on 0433 975 766. <br/><b>Meeting point</b>:&nbsp;By the playground, off Russell Street <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=200515&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Musgrave Park, South Brisbane</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.47873,153.016591(Musgrave+Park%2c+South+Brisbane)"" target=""_blank"">Musgrave Park, 91 Cordelia Street, South Brisbane</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977673,
Boxfit,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977673,,"Bookings essential. A&nbsp;cardiovascular and strength based training program targeting the upper and lower body, focussed on coordination and safe boxing techniques. This class can be adapted for all fitness levels."
"Fitness in nature","Thursday, August 3, 2017, 8:30&nbsp;&ndash;&nbsp;9:30am <br/><br/><img src=""http://www.trumba.com/i/DgByVGKypzeoHU2z-fOSg70I.jpg"" title=""Fitness in nature"" alt=""Fitness in nature"" width=""132"" height=""79"" /><br/><br/>This activity starts with a warm up walk/jog in the beautiful natural reserve surroundings, followed by boxing and intermixed with body weight functional exercises, then finishing off with an extended body stretch session. All levels catered for. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Paula on 0452 625 961. <br/><b>Meeting point</b>:&nbsp;Shelter opposite car park <br/><b>Requirements</b>:&nbsp;Bring your own white inner liner gloves <br/><b>Age</b>:&nbsp;13 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=275815&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Downfall Creek Bushland Centre</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=Rode+Rd%2c+Chermside+West%2c+QLD+4032"" target=""_blank"">Downfall Creek Bushland Centre, 815 Rode Road, McDowall, Australia</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977825,
"Fitness in nature",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977825,,"This activity starts with a warm up walk/jog in the beautiful natural reserve surroundings, followed by boxing and intermixed with body weight functional exercises, then finishing off with an extended body stretch session. All levels catered for."
"Tai Chi Qigong","Thursday, August 3, 2017, 8:30&nbsp;&ndash;&nbsp;9:30am <br/><br/><img src=""http://www.trumba.com/i/DgABqcxNbXYiFxtCKDeHiS3F.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;200m along bike path, Graham St near Gympie Rd, Aspley <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=246776&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Aspley Rest Park, Carseldine</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.3579147,153.0123448(Aspley+Rest+Park%2c+Carseldine)"" target=""_blank"">Aspley Rest Park, 8 Graham Road, Carseldine</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977712,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977712,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Power hour","Thursday, August 3, 2017, 9&nbsp;&ndash;&nbsp;10am <br/><br/><img src=""http://www.trumba.com/i/DgDXjXwLXs5kcNQr7keMXrEG.jpg"" title=""Power hour"" alt=""Power hour"" width=""132"" height=""83"" /><br/><br/>Bookings essential. Increase endurance and tone up. This class is in 4-5 sections. Each section starts with the same run or power walk around a designated circuit within close proximity to the park. In between each run/walk there&#39;s a tabata workout to tone and strengthen overall. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jill at FitLiving on 0431 778 513. <br/><b>Meeting point</b>:&nbsp;Picnic shelter near the river <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=222071&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Bulimba Riverside Park, Bulimba</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.453922,153.053949(Bulimba+Riverside+Park%2c+Bulimba)"" target=""_blank"">Bulimba Riverside Park, 57 Addison Avenue, Bulimba</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977749,
"Power hour",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977749,,"Bookings essential. Increase endurance and tone up. This class is in 4-5 sections. Each section starts with the same run or power walk around a designated circuit within close proximity to the park. In between each run/walk there's a tabata workout to tone and strengthen overall."
"Tai Chi Qigong","Thursday, August 3, 2017, 9&nbsp;&ndash;&nbsp;10am <br/><br/><img src=""http://www.trumba.com/i/DgDdk2WJj0p86vllpcSpu1sd.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;$5 <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au"" target=""_blank"">Living Chi</a>.&#160; <br/><b>Meeting point</b>:&nbsp;On riverbank just beyond main car park. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221671&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Rocks Riverside Park, Seventeen Mile Rocks</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.542285,152.960407(Rocks+Riverside+Park%2c+Seventeen+Mile+Rocks)"" target=""_blank"">Rocks Riverside Park, 531 Seventeen Mile Rocks Road, Seventeen Mile Rocks</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977725,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977725,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Fit mums boxing","Thursday, August 3, 2017, 9:15&nbsp;&ndash;&nbsp;10:15am <br/><br/><img src=""http://www.trumba.com/i/DgC5KL6IkpNtgtjfOS3u-sZp.jpg"" title=""Fit mums boxing"" alt=""Fit mums boxing"" width=""132"" height=""79"" /><br/><br/>A higher intensity exercise class in the park that includes interval training and boxing activities. Mums, dads and bubs welcome. Bring a towel and no bookings essential. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Belinda at Mums-ercise on 0424 505 343. <br/><b>Meeting point</b>:&nbsp;On the grass in front of the car park on Halifax Street <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221587&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">C.P. Bottomley Park, Norman Park</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.483527,153.060923(C.P.+Bottomley+Park%2c+Norman+Park)"" target=""_blank"">C.P. Bottomley Park, 31 Halifax Street, Norman Park</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977775,
"Fit mums boxing",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977775,,"A higher intensity exercise class in the park that includes interval training and boxing activities. Mums, dads and bubs welcome. Bring a towel and no bookings essential."
"Bodyweight burn","Thursday, August 3, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgCUd5vIaM6YL9jpvUqnqkdM.jpg"" title=""Bodyweight burn"" alt=""Bodyweight burn"" width=""132"" height=""79"" /><br/><br/>Use your own body to build strength, increase your stability and burn those calories. Suitable for all levels of fitness. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Tanya from Active As on 0433 215 303. <br/><b>Meeting point</b>:&nbsp;Under the trees near the toilets <br/><b>Requirements</b>:&nbsp;Exercise mat <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221574&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Biami Yumba Park, Fig Tree Pocket</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.539754,152.9675628(Biami+Yumba+Park%2c+Fig+Tree+Pocket)"" target=""_blank"">Biami Yumba Park (Fig Tree Pocket Reserve), 838 Fig Tree Pocket Road, Fig Tree Pocket</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977783,
"Bodyweight burn",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977783,,"Use your own body to build strength, increase your stability and burn those calories. Suitable for all levels of fitness."
Dance2BFit,"Thursday, August 3, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgB1yISN84doLpaDdV-gCKrC.jpg"" title=""Dance2BFit"" alt=""Dance2BFit"" width=""132"" height=""116"" /><br/><br/>Dance2BFit is a high energy dance fitness class which provides a full body workout. It incorporates all styles of dance and movement. It&#39;s fun, it&#39;s easy, it&#39;s different and it&#39;s effective. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone BFit4Life - Dance, Cheer &amp; Fitness on 0415 651 290. <br/><b>Meeting point</b>:&nbsp;At the stage overlooking the lake.  Car park is on Forest Lake Boulevard. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=243527&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">The Lake Parklands, Forest Lake</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.625169,152.962435(The+Lake+Parklands%2c+Forest+Lake)"" target=""_blank"">The Lake Parklands, 5 Alexandrina Circuit, Forest Lake</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d124001891,
Dance2BFit,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d124001891,,"Dance2BFit is a high energy dance fitness class which provides a full body workout. It incorporates all styles of dance and movement. It's fun, it's easy, it's different and it's effective."
"Hot hula fitness®","Inala Hub, 76 Corsair Ave, Inala <br/>Thursday, August 3, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgASoa-gmRXQu7icJYaHj7VP.jpg"" title=""Hot hula fitness®"" alt=""Hot hula fitness®"" width=""132"" height=""79"" /><br/><br/>Inspired by the dances of the Pacific Islands, hot hula fitness provides a total body workout. Core focused, easy to follow moves, suitable for all ages and fitness levels and no equipment is needed. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Lelani on 0405 569 094. <br/><b>Meeting point</b>:&nbsp;Reception. <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977836,
"Hot hula fitness®",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977836,,"Inspired by the dances of the Pacific Islands, hot hula fitness provides a total body workout. Core focused, easy to follow moves, suitable for all ages and fitness levels and no equipment is needed."
